Input
128,1,2,0
129,0,2,1
130,1,0,2
131,1,2,0
132,1,2,0
133,1,2,0
134,1,2,0
135,0,2,1
136,2,1,0
137,1,2,0
138,0,2,1
139,0,2,1
140,1,0,2
141,0,2,1
142,2,0,1
143,0,1,2
144,2,1,0
145,2,1,0
146,2,1,0
147,2,1,0
148,0,1,2
149,2,0,1
150,1,0,2
151,1,0,2
152,0,2,1
153,0,1,2
154,0,2,1
155,0,1,2
156,2,1,0
157,1,2,0
158,2,1,0
159,0,2,1
160,2,1,0
161,1,2,0
162,0,1,2
163,2,1,0
164,2,1,0
165,2,0,1
166,2,1,0
167,0,1,2
168,0,2,1
169,2,1,0
170,1,0,2
171,2,1,0
172,0,1,2
173,1,0,2
174,1,0,2
175,0,1,2
176,2,1,0
177,1,0,2
178,0,2,1
179,1,2,0
180,2,1,0
181,0,2,1
182,1,2,0
183,1,2,0
184,1,2,0
185,0,1,2
186,2,1,0
187,1,2,0
188,1,0,2
189,0,1,2
190,1,0,2
191,0,1,2
192,2,0,1
193,0,2,1
194,1,0,2
195,2,1,0
196,1,0,2
197,1,0,2
198,2,0,1
199,0,1,2
200,0,1,2
201,1,0,2
202,1,0,2
203,1,2,0
204,2,1,0
205,0,1,2
206,0,1,2
207,2,0,1
208,2,1,0
209,1,2,0
210,1,2,0
211,2,0,1
212,0,1,2
213,0,1,2
214,1,0,2
215,0,1,2
216,2,0,1
217,0,1,2
218,0,2,1
219,0,2,1
220,0,1,2
221,0,1,2
222,1,2,0
223,1,2,0
224,1,2,0
225,0,2,1
226,0,2,1
227,0,1,2
228,1,2,0
229,0,1,2
230,1,2,0
231,1,0,2
232,2,0,1
233,0,2,1
234,0,1,2
235,1,0,2
236,0,2,1
237,0,2,1
238,2,0,1
239,2,1,0
240,2,0,1
241,1,0,2
242,2,0,1
243,2,0,1
244,0,1,2
245,2,0,1
246,1,0,2
247,1,0,2
248,0,2,1
249,2,0,1
250,2,1,0
251,2,0,1
252,2,0,1
253,0,2,1
254,2,1,0
255,1,2,0
256,1,0,2
257,2,1,0
258,2,0,1
259,1,2,0
260,1,0,2
261,2,1,0
262,2,1,0
263,1,2,0
264,1,0,2
265,0,2,1
266,0,2,1
267,2,1,0
268,0,1,2
269,0,1,2
270,1,0,2
271,2,1,0
272,2,1,0
273,2,1,0
274,2,1,0
275,1,2,0
276,0,1,2
277,1,0,2
278,2,1,0
279,0,1,2
280,0,2,1
281,1,0,2
282,2,1,0
283,1,2,0
284,1,0,2
285,2,0,1
286,2,1,0
287,0,1,2
288,1,0,2
289,0,2,1
290,1,2,0
291,0,1,2
292,1,0,2
293,2,0,1
294,2,1,0
295,0,1,2
296,1,2,0
297,0,2,1
298,1,2,0
299,2,0,1
300,1,2,0
301,0,1,2
302,1,0,2
303,1,0,2
304,2,1,0
305,1,2,0
306,0,1,2
307,0,2,1
308,0,2,1
309,2,0,1
310,0,1,2
311,2,0,1
312,2,1,0
313,1,2,0
314,0,2,1
315,2,0,1
316,1,2,0
317,2,1,0
318,1,2,0
319,2,0,1
320,0,1,2
321,1,2,0
322,2,1,0
323,0,2,1
324,2,0,1
325,0,2,1
326,1,2,0
327,0,1,2
328,1,0,2
329,0,2,1
330,0,1,2
331,2,1,0
332,2,0,1
333,1,2,0
334,2,0,1
335,2,1,0
336,2,1,0
337,0,2,1
338,2,0,1
339,0,2,1
340,2,0,1
341,1,2,0
342,0,2,1
343,0,1,2
344,1,0,2
345,0,2,1
346,0,2,1
347,0,1,2
348,0,2,1
349,1,0,2
350,1,2,0
351,0,2,1
352,1,0,2
353,1,0,2
354,0,1,2
355,0,2,1
356,1,0,2
357,1,2,0
358,2,1,0
359,0,1,2
360,0,2,1
361,0,1,2
362,0,1,2
363,2,0,1
364,2,0,1
365,2,1,0
366,0,2,1
367,2,0,1
368,1,0,2
369,2,0,1
370,2,1,0
371,1,0,2
372,1,2,0
373,0,1,2
374,1,2,0
375,2,1,0
376,1,2,0
377,1,2,0
378,0,1,2
379,0,2,1
380,2,1,0
381,0,1,2
382,1,2,0
383,1,0,2
384,0,2,1
385,0,1,2
386,0,1,2
387,1,2,0
388,2,0,1
389,1,2,0
390,1,2,0
391,0,2,1
392,1,0,2
393,0,2,1
394,2,0,1
395,0,1,2
396,2,0,1
397,2,1,0
398,2,1,0
399,2,1,0
400,1,2,0
401,0,1,2
402,2,1,0
403,0,1,2
404,0,2,1
405,0,2,1
406,2,0,1
407,2,1,0
408,1,0,2
409,0,2,1
410,1,2,0
411,2,0,1
412,0,2,1
413,2,0,1
414,0,1,2
415,0,1,2
416,2,1,0
417,0,2,1
418,1,2,0
419,2,0,1
420,1,2,0
421,0,1,2
422,1,2,0
423,0,2,1
424,1,2,0
425,1,0,2
426,2,0,1
427,0,1,2
428,1,2,0
429,0,1,2
430,0,2,1
431,0,1,2
432,0,1,2
433,0,1,2
434,0,2,1
435,0,2,1
436,0,1,2
437,1,0,2
438,0,2,1
439,1,0,2
440,2,0,1
441,0,2,1
442,2,0,1
443,0,2,1
444,1,0,2
445,0,2,1
446,0,1,2
447,2,1,0
448,0,2,1
449,2,1,0
450,0,1,2
451,1,0,2
452,0,2,1
453,0,2,1
454,0,2,1
455,2,0,1
456,2,0,1
457,1,2,0
458,2,1,0
459,2,0,1
460,2,0,1
461,2,1,0
462,0,1,2
463,0,2,1
464,1,2,0
465,1,2,0
466,2,1,0
467,1,2,0
468,2,0,1
469,2,0,1
470,0,2,1
471,0,1,2
472,0,1,2
473,1,0,2
474,1,0,2
475,2,0,1
476,1,2,0
477,1,2,0
478,1,2,0
479,0,2,1
480,1,0,2
481,2,0,1
482,0,1,2
483,0,2,1
484,1,2,0
485,1,0,2
486,0,1,2
487,0,1,2
488,1,0,2
489,2,0,1
490,0,2,1
491,1,0,2
492,2,0,1
493,0,2,1
494,1,0,2
495,0,1,2
496,1,0,2
497,2,1,0
498,0,2,1
499,2,1,0
500,1,2,0
501,0,2,1
502,1,0,2
503,2,1,0
504,2,1,0
505,0,1,2
506,1,2,0
507,0,1,2
508,0,1,2
509,0,1,2
510,2,0,1
511,2,1,0
512,2,0,1
513,2,1,0
514,0,2,1
515,0,2,1
516,1,0,2
517,0,2,1
518,0,1,2
519,1,2,0
520,2,1,0
521,0,2,1
522,0,1,2
523,1,2,0
524,0,2,1
525,0,2,1
526,1,2,0
527,0,2,1
528,2,0,1
529,1,2,0
530,1,2,0
531,0,1,2
532,1,0,2
533,0,1,2
534,2,1,0
535,0,1,2
536,2,0,1
537,0,1,2
538,2,0,1
539,2,0,1
540,0,1,2
541,2,1,0
542,0,2,1
543,2,0,1
544,1,0,2
545,1,0,2
546,2,1,0
547,1,2,0
548,1,2,0
549,1,2,0
550,0,1,2
551,0,1,2
552,2,0,1
553,2,0,1
554,0,1,2
555,0,1,2
556,1,0,2
557,0,2,1
558,2,1,0
559,1,2,0
560,2,1,0
561,1,0,2
562,0,1,2
563,2,1,0
564,1,2,0
565,0,1,2
566,0,2,1
567,0,1,2
568,0,1,2
569,1,2,0
570,1,2,0
571,0,1,2
572,0,2,1
573,1,0,2
574,2,0,1
575,1,2,0
576,1,0,2
577,2,0,1
578,0,1,2
579,2,1,0
580,0,2,1
581,1,2,0
582,2,1,0
583,2,0,1
584,0,1,2
585,0,1,2
586,0,1,2
587,2,1,0
588,0,1,2
589,1,2,0
590,2,0,1
591,2,0,1
592,2,0,1
593,0,1,2
594,0,2,1
595,1,2,0
596,0,2,1
597,1,2,0
598,0,2,1
599,1,2,0
600,0,1,2
601,0,1,2
602,2,1,0
603,0,1,2
604,0,2,1
605,2,0,1
606,2,0,1
607,0,2,1
608,1,2,0
609,0,2,1
610,2,1,0
611,1,0,2
612,2,0,1
613,1,2,0
614,2,1,0
615,2,0,1
616,0,1,2
617,2,1,0
618,1,0,2
619,0,1,2
620,1,0,2
621,0,1,2
622,0,2,1
623,0,2,1
624,2,1,0
625,2,0,1
626,2,0,1
627,2,0,1
628,1,0,2
629,2,1,0
630,2,1,0
631,0,1,2
632,0,2,1
633,2,1,0
634,0,1,2
635,2,0,1
636,1,2,0
637,0,1,2
638,2,0,1
639,0,2,1
640,2,1,0
641,2,0,1
642,2,0,1
643,0,1,2
644,0,1,2
645,2,0,1
646,0,1,2
647,0,1,2
648,0,1,2
649,1,2,0
650,1,2,0
651,1,0,2
652,1,2,0
653,0,2,1
654,0,2,1
655,0,1,2
656,0,1,2
657,0,1,2
658,0,2,1
659,0,1,2
660,0,2,1
661,1,0,2
662,2,1,0
663,1,0,2
664,1,2,0
665,1,0,2
666,2,1,0
667,1,2,0
668,0,2,1
669,0,1,2
670,1,0,2
671,0,2,1
672,2,1,0
673,0,2,1
674,0,1,2
675,0,1,2
676,0,2,1
677,1,2,0
678,2,1,0
679,0,2,1
680,0,2,1
681,1,0,2
682,0,1,2
683,0,1,2
684,2,1,0
685,2,1,0
686,1,2,0
687,2,0,1
688,2,1,0
689,1,2,0
690,0,1,2
691,1,0,2
692,1,2,0
693,2,1,0
694,2,1,0
695,0,2,1
696,1,0,2
697,0,1,2
698,0,2,1
699,1,0,2
700,0,1,2
701,0,1,2
702,0,2,1
703,0,1,2
704,0,1,2
705,0,2,1
706,1,2,0
707,0,1,2
708,1,0,2
709,1,2,0
710,1,2,0
711,2,1,0
712,2,0,1
713,1,2,0
714,0,2,1
715,1,2,0
716,1,2,0
717,0,2,1
718,0,1,2
719,2,1,0
720,0,1,2
721,0,1,2
722,1,2,0
723,2,1,0
724,0,2,1
725,0,1,2
726,2,1,0
727,2,1,0
728,2,1,0
729,1,2,0
730,2,1,0
731,1,0,2
732,1,0,2
733,2,0,1
734,0,1,2
735,1,0,2
736,1,0,2
737,1,0,2
738,1,2,0
739,0,1,2
740,0,1,2
741,2,1,0
742,2,1,0
743,0,1,2
744,1,2,0
745,0,1,2
746,1,0,2
747,2,0,1
748,2,0,1
749,2,0,1
750,1,2,0
751,2,1,0
752,0,1,2
753,2,0,1
754,2,0,1
755,1,2,0
756,1,0,2
757,0,1,2
758,1,0,2
759,0,2,1
760,1,2,0
761,2,1,0
762,2,0,1
763,1,0,2
764,1,2,0
765,0,2,1
766,0,1,2
767,1,2,0
768,0,2,1
769,2,1,0
770,1,0,2
771,2,0,1
772,2,0,1
773,2,1,0
774,1,2,0
775,0,2,1
776,0,2,1
777,0,1,2
778,1,2,0
779,2,0,1
780,0,2,1
781,0,2,1
782,2,0,1
783,0,1,2
784,0,1,2
785,1,2,0
786,0,1,2
787,1,0,2
788,0,2,1
789,0,1,2
790,1,0,2
791,2,0,1
792,1,0,2
793,2,1,0
794,2,0,1
795,0,1,2
796,1,2,0
797,2,1,0
798,0,1,2
799,2,1,0
800,2,0,1
801,2,1,0
802,1,0,2
803,0,2,1
804,0,2,1
805,0,2,1
806,1,2,0
807,2,0,1
808,2,0,1
809,1,0,2
810,2,0,1
811,1,0,2
812,1,0,2
813,2,1,0
814,0,2,1
815,1,2,0
816,2,1,0
817,2,1,0
818,1,0,2
819,0,1,2
820,1,0,2
821,0,2,1
822,2,0,1
823,2,1,0
824,1,0,2
825,2,0,1
826,1,0,2
827,0,2,1
828,2,1,0
829,0,1,2
830,2,0,1
831,1,0,2
832,2,1,0
833,2,1,0
834,0,1,2
835,0,1,2
836,1,2,0
837,0,1,2
838,0,2,1
839,2,0,1
840,2,1,0
841,0,1,2
842,2,0,1
843,2,1,0
844,2,1,0
845,2,0,1
846,0,2,1
847,0,2,1
848,2,0,1
849,1,2,0
850,1,0,2
851,1,0,2
852,2,0,1
853,2,0,1
854,0,1,2
855,2,1,0
856,1,0,2
857,0,1,2
858,2,0,1
859,0,2,1
860,2,1,0
861,1,2,0
862,0,1,2
863,1,2,0
864,1,0,2
865,0,1,2
866,2,0,1
867,1,2,0
868,2,0,1
869,2,0,1
870,0,2,1
871,1,2,0
872,0,1,2
873,1,2,0
874,2,0,1
875,2,1,0
876,1,0,2
877,0,2,1
878,0,2,1
879,1,2,0
880,1,2,0
881,2,0,1
882,1,0,2
883,2,1,0
884,0,2,1
885,1,0,2
886,2,0,1
887,2,0,1
888,1,2,0
889,2,1,0
890,1,2,0
891,1,2,0
892,0,2,1
893,2,0,1
894,1,0,2
895,1,2,0
896,1,2,0
897,0,2,1
898,0,1,2
899,1,2,0
900,0,1,2
901,2,0,1
902,2,0,1
903,1,2,0
904,0,2,1
905,0,2,1
906,1,2,0
907,2,1,0
908,1,0,2
909,2,0,1
910,0,2,1
911,1,0,2
912,0,1,2
913,1,2,0
914,0,1,2
915,2,1,0
916,0,1,2
917,1,2,0
918,0,2,1
919,2,1,0
920,2,1,0
921,1,2,0
922,1,0,2
923,0,2,1
924,1,2,0
925,0,2,1
926,0,1,2
927,1,2,0
928,1,2,0
929,2,1,0
930,2,0,1
931,2,0,1
932,2,1,0
933,2,0,1
934,0,2,1
935,0,2,1
936,0,1,2
937,1,2,0
938,0,2,1
939,2,1,0
940,2,1,0
941,0,2,1
942,1,0,2
943,2,0,1
944,1,2,0
945,0,2,1
946,2,0,1
947,2,1,0
948,1,0,2
949,2,1,0
950,0,1,2
951,2,0,1
952,2,0,1
953,1,0,2
954,0,2,1
955,1,0,2
956,1,0,2
957,0,1,2
958,2,1,0
959,1,2,0
960,2,1,0
961,1,0,2
962,0,2,1
963,0,2,1
964,2,1,0
965,1,2,0
966,0,1,2
967,2,0,1
968,0,2,1
969,0,2,1
970,0,2,1
971,1,0,2
972,1,0,2
973,1,2,0
974,1,2,0
975,0,1,2
976,2,1,0
977,2,1,0
978,0,2,1
979,2,1,0
980,2,0,1
981,1,2,0
982,1,2,0
983,0,1,2
984,0,2,1
985,2,0,1
986,2,1,0
987,0,2,1
988,1,2,0
989,0,1,2
990,1,0,2
991,0,1,2
992,0,1,2
993,0,2,1
994,1,0,2
995,0,1,2
996,1,2,0
997,1,2,0
998,0,1,2
999,0,1,2
1000,1,0,2
1001,2,0,1
1002,1,0,2
1003,2,0,1
1004,0,1,2
1005,1,2,0
1006,1,0,2
1007,1,0,2
1008,1,0,2
1009,1,2,0
1010,1,0,2
1011,0,2,1
1012,1,0,2
1013,2,1,0
1014,2,1,0
1015,2,1,0
1016,2,0,1
1017,1,0,2
1018,1,0,2
1019,1,2,0
1020,0,1,2
1021,2,1,0
1022,1,0,2
1023,0,2,1
